   3.9416043986   -0.3894933968    1.7066230559
   5.2760620524    1.4957519384   -0.1120302920
   4.6095403667    2.2480993955   -0.1120302920
   3.9416043986   -0.3894933968   -1.9306836400
   2.2517007050   -0.3411597526    2.0815302275
   3.3017007050   -0.3411597526    1.8001835755
   2.2517007050   -0.3411597526   -2.1184697725
   2.2271588015   -1.6656272217    2.1922652657
   3.2771588015   -1.6656272217    1.9109186136
   2.7521588015   -2.5749538957    1.9109186136
   3.2771588015   -1.6656272217   -1.7263880823
   2.7521588015   -2.5749538957   -1.7263880823
   2.2271588015   -1.6656272217   -2.0077347343
   1.0228848585   -2.1769588782    2.2609868948
  -0.0271151415   -2.1769588782    1.9796402428
   0.4978848585   -3.0862855522    1.9796402428
   1.5478848585   -3.0862855522    1.9796402428
   0.7640635014   -3.9771009574    1.2109868948
   1.7783807627   -3.8312641520    1.2109868948
   0.2782145957   -4.1404929878    0.1609868948
   1.2760118870   -4.2616475138    0.1609868948
   2.2158208266   -3.9052249966    0.1609868948
   0.7640635014   -3.9771009574   -0.8890131052
   1.7783807627   -3.8312641520   -0.8890131052
   0.4978848585   -3.0862855522   -1.6576664531
   1.5478848585   -3.0862855522   -1.6576664531
   1.0228848585   -2.1769588782   -1.9390131052
   0.2146373267   -1.1033741717    2.1875063465
  -0.3103626733   -0.1940474978    1.9061596944
  -0.3103626733   -2.0127008457    1.9061596944
  -0.3103626733   -0.1940474978   -1.7311470015
  -0.3103626733   -2.0127008457   -1.7311470015
   0.2146373267   -1.1033741717   -2.0124936535
   0.9242234422    0.0478638792    2.0768085914
   1.4492234422    0.9571905532    1.7954619393
  -0.1257765578    0.0478638792   -1.8418447565
   0.9242234422    0.0478638792   -2.1231914086
   0.3133753737    1.3399023192    1.9790390469
   1.3633753737    1.3399023192    1.6976923949
  -0.2116246263    2.2492289932    1.6976923949
   1.3633753737    1.3399023192   -1.9396143010
  -0.2116246263    2.2492289932   -1.9396143010
  -0.2116246263    0.4305756452   -1.9396143010
   0.3133753737    1.3399023192   -2.2209609531
   0.8957725810    2.3864326627    1.7386232824
   1.8757725810    2.3864326627    1.4760330738
   1.3857725810    3.2351375584    1.4760330738
   0.4057725810    3.2351375584    1.4760330738
   2.2690059487    3.3841451052    0.7586232824
   1.4203010529    4.0007653057    0.7586232824
