#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
   -3.141592654  107.644805275   48.531669786
   -3.033261872  112.379816356   38.876519025
   -2.924931091  116.019847284   28.306091662
   -2.816600310  118.512403041   17.833737386
   -2.708269529  119.916773687    8.370030255
   -2.599938748  120.394533051    0.695170877
   -2.491607967  120.163447611   -4.649710671
   -2.383277185  119.498174750   -7.340629154
   -2.274946404  118.680561235   -7.439913825
   -2.166615623  117.982810001   -5.318630807
   -2.058284842  117.604649792   -1.673752917
   -1.949954061  117.656854855    2.504197677
   -1.841623280  118.143961154    6.155964895
   -1.733292499  118.945105606    8.287497442
   -1.624961717  119.857255214    8.125815513
   -1.516630936  120.604612182    5.338178739
   -1.408300155  120.910429066    0.079442739
   -1.299969374  120.537866593   -7.111482802
   -1.191638593  119.320923214  -15.379486397
   -1.083307812  117.202073307  -23.605216269
   -0.974977030  114.247413621  -30.802596441
   -0.866646249  110.608829283  -36.136866897
   -0.758315468  106.515825674  -39.113347456
   -0.649984687  102.245097590  -39.415370708
   -0.541653906   98.079000760  -37.213418493
   -0.433323125   94.274749835  -32.637536259
   -0.324992343   91.080682269  -25.956163852
   -0.216661562   88.705070055  -17.582218675
   -0.108330781   87.305243016   -7.878399267
    0.000000000   87.008702611    2.652113591
    0.108330781   87.873014880   13.459005956
    0.216661562   89.889162936   23.728170963
    0.324992343   92.947647844   32.630799694
    0.433323125   96.847439657   39.116004136
    0.541653906  101.265296028   42.267521646
    0.649984687  105.804638264   41.203501969
    0.758315468  109.983691669   35.475749940
    0.866646249  113.303744513   25.174935507
    0.974977030  115.293439200   11.037133513
    1.083307812  115.601309762   -5.748923169
    1.191638593  114.017672702  -23.553025704
    1.299969374  110.540141793  -40.406147798
    1.408300155  105.369735156  -54.505448183
    1.516630936   98.906900554  -64.158018641
    1.624961717   91.688077938  -68.304902203
    1.733292499   84.355475713  -66.357405374
    1.841623280   77.535973107  -58.656790563
    1.949954061   71.839755192  -45.913675775
    2.058284842   67.740327617  -29.430047625
    2.166615623   65.550875250  -10.844892301
    2.274946404   65.418458408    8.162764243
    2.383277185   67.286614260   25.911279472
    2.491607967   70.948229036   41.052141090
    2.599938748   76.046742175   52.501974773
    2.708269529   82.163082216   59.714203896
    2.816600310   88.820552055   62.487992538
    2.924931091   95.550487486   61.124343494
    3.033261872  101.944423017   56.258204830
