#! FIELDS phi psi metad.bias der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  31
#! SET periodic_psi true
   -3.141592654   -3.141592654   97.199578512   47.572027473  -14.353620169
   -3.033261872   -3.141592654  101.889895485   38.355097793  -15.422407494
   -2.924931091   -3.141592654  105.518128354   28.041017375  -16.211680559
   -2.816600310   -3.141592654  108.008864748   17.505672781  -16.773277563
   -2.708269529   -3.141592654  109.407429616    7.806049033  -17.104919741
   -2.599938748   -3.141592654  109.813928163   -0.456834992  -17.253220716
   -2.491607967   -3.141592654  109.430568040   -6.707862411  -17.333906730
   -2.383277185   -3.141592654  108.494490686  -10.786193958  -17.397322621
   -2.274946404   -3.141592654  107.235437424  -12.752276741  -17.559437525
   -2.166615623   -3.141592654  105.855674801  -12.929148918  -17.929338470
   -2.058284842   -3.141592654  104.533752542  -11.962823663  -18.545050240
   -1.949954061   -3.141592654  103.332717364  -10.517302236  -19.504892770
   -1.841623280   -3.141592654  102.274537466   -9.273632186  -20.787766800
   -1.733292499   -3.141592654  101.304946506   -8.800361803  -22.383705759
   -1.624961717   -3.141592654  100.315705769   -9.568120363  -24.179812553
   -1.516630936   -3.141592654   99.163692437  -11.825862700  -26.014387983
   -1.408300155   -3.141592654   97.657572962  -15.562220753  -27.766946288
   -1.299969374   -3.141592654   95.687588909  -20.640347674  -29.311453943
   -1.191638593   -3.141592654   93.105875002  -26.554790616  -30.445398645
   -1.083307812   -3.141592654   89.866098408  -32.716502738  -31.050642328
   -0.974977030   -3.141592654   85.975711264  -38.424683470  -31.066983997
   -0.866646249   -3.141592654   81.553377425  -42.903141019  -30.396293353
   -0.758315468   -3.141592654   76.729343470  -45.690480197  -29.052457784
   -0.649984687   -3.141592654   71.733108802  -46.306436901  -27.077117857
   -0.541653906   -3.141592654   66.790099953  -44.449418871  -24.516854048
   -0.433323125   -3.141592654   62.204969682  -40.086394278  -21.470899158
   -0.324992343   -3.141592654   58.221496587  -33.315547546  -18.001450159
   -0.216661562   -3.141592654   55.068736471  -24.451158397  -14.216997376
   -0.108330781   -3.141592654   52.983651810  -13.926235753  -10.227888613
    0.000000000   -3.141592654   52.095246480   -2.386687500   -6.127577485
    0.108330781   -3.141592654   52.455701996    9.485316135   -2.054018799
    0.216661562   -3.141592654   54.065982085   20.629309946    1.770604010
    0.324992343   -3.141592654   56.804798874   30.245880486    5.372945273
    0.433323125   -3.141592654   60.464353298   37.297072595    8.518231633
    0.541653906   -3.141592654   64.718705379   41.134880577   11.189429191
    0.649984687   -3.141592654   69.190010175   41.078868633   13.271153996
    0.758315468   -3.141592654   73.428422120   36.952470969   14.700244690
    0.866646249   -3.141592654   77.009652546   29.019286132   15.467076804
    0.974977030   -3.141592654   79.565888325   17.992021020   15.633177218
    1.083307812   -3.141592654   80.812294960    4.942678914   15.220345097
    1.191638593   -3.141592654   80.607437274   -8.659329714   14.337822558
    1.299969374   -3.141592654   78.978175749  -21.325124222   13.082558123
    1.408300155   -3.141592654   76.085133440  -31.586616172   11.606752960
    1.516630936   -3.141592654   72.274067417  -38.367834145    9.975308330
    1.624961717   -3.141592654   67.955716567  -40.940723086    8.323581453
    1.733292499   -3.141592654   63.595062356  -39.123491735    6.695963714
    1.841623280   -3.141592654   59.658124657  -33.165448463    5.112316075
    1.949954061   -3.141592654   56.564584947  -23.599355452    3.592686095
    2.058284842   -3.141592654   54.659916351  -11.401800379    2.057078086
    2.166615623   -3.141592654   54.160060944    2.409287165    0.486939148
    2.274946404   -3.141592654   55.187034463   16.592197099   -1.081975562
    2.383277185   -3.141592654   57.712655662   30.056901089   -2.767474624
    2.491607967   -3.141592654   61.634835330   41.926441574   -4.544773598
    2.599938748   -3.141592654   66.702695043   51.151401786   -6.326383918
    2.708269529   -3.141592654   72.608450029   57.307280089   -8.132729501
    2.816600310   -3.141592654   78.990768524   59.947465795   -9.901419201
    2.924931091   -3.141592654   85.452237579   59.007720970  -11.543575943
    3.033261872   -3.141592654   91.629738738   54.697294689  -13.057666709

   -3.141592654   -2.938909257   93.919056141   45.671020235  -20.243529312
   -3.033261872   -2.938909257   98.426861203   37.000936606  -21.383295928
   -2.924931091   -2.938909257  101.932846043   27.218447126  -22.208855348
   -2.816600310   -2.938909257  104.365998247   17.158785568  -22.655003120
   -2.708269529   -2.938909257  105.737384015    7.772798931  -22.828381735
   -2.599938748   -2.938909257  106.172538646   -0.223915534  -22.795646069
   -2.491607967   -2.938909257  105.817548505   -6.455890990  -22.627827635
   -2.383277185   -2.938909257  104.910642931  -10.617612656  -22.444553857
   -2.274946404   -2.938909257  103.658626889  -12.912928015  -22.314418179
   -2.166615623   -2.938909257  102.237158055  -13.645110986  -22.395865333
   -2.058284842   -2.938909257  100.793958527  -13.322031301  -22.786164057
   -1.949954061   -2.938909257   99.400402413  -12.567384486  -23.490156987
   -1.841623280   -2.938909257   98.087262680  -11.983372294  -24.515765980
   -1.733292499   -2.938909257   96.787007263  -12.067838357  -25.813857834
   -1.624961717   -2.938909257   95.413974630  -13.151724144  -27.277902941
   -1.516630936   -2.938909257   93.852824873  -15.432088305  -28.797172404
   -1.408300155   -2.938909257   91.969360517  -18.954914281  -30.173930892
   -1.299969374   -2.938909257   89.654621920  -23.436887696  -31.254566576
   -1.191638593   -2.938909257   86.817564343  -28.417953261  -31.891289786
   -1.083307812   -2.938909257   83.432650041  -33.451961919  -31.908427910
   -0.974977030   -2.938909257   79.547218781  -37.810435465  -31.274700213
   -0.866646249   -2.938909257   75.263511080  -40.870884951  -29.920485075
   -0.758315468   -2.938909257   70.744265732  -42.221812263  -27.897986730
   -0.649984687   -2.938909257   66.195689757  -41.517382192  -25.227082737
   -0.541653906   -2.938909257   61.849940970  -38.479069839  -22.030768206
   -0.433323125   -2.938909257   57.968381575  -33.062512506  -18.407523042
   -0.324992343   -2.938909257   54.771588743  -25.600159033  -14.486144243
   -0.216661562   -2.938909257   52.508106901  -16.190870093  -10.371966510
   -0.108330781   -2.938909257   51.331218358   -5.455572083   -6.197137260
    0.000000000   -2.938909257   51.344218897    6.059489424   -2.102528826
    0.108330781   -2.938909257   52.594412909   17.454164410    1.713194482
    0.216661562   -2.938909257   55.031505119   27.970257628    5.231535059
    0.324992343   -2.938909257   58.526362175   36.621153713    8.255313403
    0.433323125   -2.938909257   62.822536233   42.550439832   10.809758861
    0.541653906   -2.938909257   67.572970427   45.074373826   12.758184045
    0.649984687   -2.938909257   72.392803851   43.657543550   14.102446034
    0.758315468   -2.938909257   76.845864599   38.133868629   14.824484361
    0.866646249   -2.938909257   80.494203320   28.916897444   14.966563507
    0.974977030   -2.938909257   82.962791742   16.741482475   14.551884633
    1.083307812   -2.938909257   84.023085132    2.724690594   13.684040632
    1.191638593   -2.938909257   83.541119999  -11.547218815   12.457268559
    1.299969374   -2.938909257   81.581404132  -24.603712174   10.994246698
    1.408300155   -2.938909257   78.313483594  -35.079760119    9.391165586
    1.516630936   -2.938909257   74.114520191  -41.901498188    7.713960462
    1.624961717   -2.938909257   69.420494901  -44.340858686    6.040263904
    1.733292499   -2.938909257   64.686439723  -42.388103767    4.410595145
    1.841623280   -2.938909257   60.407505125  -36.268567947    2.794109804
    1.949954061   -2.938909257   56.977981848  -26.625901333    1.190298026
    2.058284842   -2.938909257   54.725661180  -14.488103938   -0.471164937
    2.166615623   -2.938909257   53.902151011   -0.713208854   -2.251128107
    2.274946404   -2.938909257   54.582391793   13.318884076   -4.181522363
    2.383277185   -2.938909257   56.760803786   26.639760291   -6.185762706
    2.491607967   -2.938909257   60.302379964   38.358259139   -8.323203101
    2.599938748   -2.938909257   64.993191342   47.671154939  -10.585623433
    2.708269529   -2.938909257   70.529935427   53.879623294  -12.828724544
    2.816600310   -2.938909257   76.549471776   56.767284139  -14.984352837
    2.924931091   -2.938909257   82.682245122   56.170979411  -17.016249533
    3.033261872   -2.938909257   88.578449187   52.319201741  -18.778116031

   -3.141592654   -2.736225860   89.737122216   43.364937536  -22.997621957
   -3.033261872   -2.736225860   94.025240662   35.293898560  -24.125438537
   -2.924931091   -2.736225860   97.385847484   26.134671775  -24.891732197
   -2.816600310   -2.736225860   99.742084074   16.700060251  -25.300642853
   -2.708269529   -2.736225860  101.087741591    7.765780229  -25.365644562
   -2.599938748   -2.736225860  101.537884939    0.057334697  -25.252510428
   -2.491607967   -2.736225860  101.258588682   -5.909902420  -24.985979552
   -2.383277185   -2.736225860  100.409465109  -10.107567282  -24.668471395
   -2.274946404   -2.736225860   99.198609882  -12.599065289  -24.437384039
   -2.166615623   -2.736225860   97.789073627  -13.739686666  -24.351095375
   -2.058284842   -2.736225860   96.295743694  -13.974298487  -24.537433787
   -1.949954061   -2.736225860   94.805141629  -13.753184321  -25.001662089
   -1.841623280   -2.736225860   93.326118677  -13.707192661  -25.721684130
   -1.733292499   -2.736225860   91.815158100  -14.205204461  -26.641112740
   -1.624961717   -2.736225860   90.197065977  -15.559495114  -27.695086950
   -1.516630936   -2.736225860   88.364054226  -17.775247557  -28.695325622
   -1.408300155   -2.736225860   86.240608998  -20.903332799  -29.499495296
   -1.299969374   -2.736225860   83.747918940  -24.756765294  -29.940999465
   -1.191638593   -2.736225860   80.815683986  -28.814278268  -29.887046108
   -1.083307812   -2.736225860   77.455163586  -32.635759190  -29.259950378
   -0.974977030   -2.736225860   73.719829262  -35.684898550  -27.945467276
   -0.866646249   -2.736225860   69.754725221  -37.388965441  -25.955206073
   -0.758315468   -2.736225860   65.680957636  -37.534509434  -23.330563262
   -0.649984687   -2.736225860   61.707848996  -35.631874365  -20.219327704
   -0.541653906   -2.736225860   58.060528883  -31.687639528  -16.640341875
   -0.433323125   -2.736225860   54.954057727  -25.617662062  -12.826358847
   -0.324992343   -2.736225860   52.616154203  -17.633999746   -8.824528431
   -0.216661562   -2.736225860   51.198539334   -8.117244524   -4.863535679
   -0.108330781   -2.736225860   50.873867519    2.476346425   -0.984185074
    0.000000000   -2.736225860   51.720764163   13.430295466    2.593665839
    0.108330781   -2.736225860   53.730009373   24.206451950    5.826219461
    0.216661562   -2.736225860   56.856418201   33.733138924    8.600661176
    0.324992343   -2.736225860   60.914741743   41.254562991   10.877753291
    0.433323125   -2.736225860   65.649911576   45.997904430   12.623695057
    0.541653906   -2.736225860   70.716979559   47.234191009   13.818053364
    0.649984687   -2.736225860   75.697527735   44.569886374   14.433671577
    0.758315468   -2.736225860   80.182177935   37.885021997   14.551050772
    0.866646249   -2.736225860   83.739724408   27.585704967   14.171139851
    0.974977030   -2.736225860   86.015230102   14.506155749   13.377712817
    1.083307812   -2.736225860   86.799112178   -0.081486395   12.235613390
    1.191638593   -2.736225860   85.990353105  -14.767565535   10.875026265
    1.299969374   -2.736225860   83.652719540  -28.027245202    9.366568792
    1.408300155   -2.736225860   80.023986233  -38.507502472    7.801920210
    1.516630936   -2.736225860   75.449079645  -45.251217694    6.218682588
    1.624961717   -2.736225860   70.395528778  -47.515820988    4.650176011
    1.733292499   -2.736225860   65.332086399  -45.400958668    3.092253758
    1.841623280   -2.736225860   60.717483056  -39.161365856    1.546318418
    1.949954061   -2.736225860   56.964472565  -29.570542827   -0.091881024
